Date,MSFT,F,BAC
6/4/2015,46.360001,15.05,16.780001
6/5/2015,46.139999,14.78,17.190001
6/8/2015,45.73,14.9,17.08
6/9/2015,45.650002,14.88,17.309999
6/10/2015,46.610001,15.03,17.59
6/11/2015,46.439999,15.28,17.49
6/12/2015,45.970001,15.23,17.49
6/15/2015,45.48,15.05,17.469999
6/16/2015,45.830002,15,17.549999
6/17/2015,45.970001,15.02,17.370001
6/18/2015,46.720001,15.14,17.379999
6/19/2015,46.099998,15.11,17.17
6/22/2015,46.23,15.13,17.469999
6/23/2015,45.91,15.29,17.67
6/24/2015,45.639999,15.5,17.49
6/25/2015,45.650002,15.44,17.370001
6/26/2015,45.259998,15.4,17.41
6/29/2015,44.369999,15.02,16.889999
6/30/2015,44.150002,15.01,17.02
7/1/2015,44.450001,14.99,17.219999
7/2/2015,44.400002,14.87,17.030001
7/6/2015,44.389999,14.79,16.940001
7/7/2015,44.299999,14.85,16.690001
7/8/2015,44.240002,14.37,16.25
7/9/2015,44.52,14.33,16.48
7/10/2015,44.610001,14.48,16.700001
7/13/2015,45.540001,14.64,17.02
7/14/2015,45.619999,14.81,17.129999
7/15/2015,45.759998,14.75,17.68
7/16/2015,46.66,14.57,17.950001
7/17/2015,46.619999,14.69,18.1
7/20/2015,46.919998,14.57,18.120001
7/21/2015,47.279999,14.51,18.08
7/22/2015,45.540001,14.42,18.450001
7/23/2015,46.110001,14.61,18.18
7/24/2015,45.939999,14.39,17.9
7/27/2015,45.349998,14.55,17.67
7/28/2015,45.34,14.83,17.879999
7/29/2015,46.290001,15.21,18.16
7/30/2015,46.880001,15.1,18.129999
7/31/2015,46.700001,14.83,17.879999
8/3/2015,46.810001,14.94,17.77
8/4/2015,47.540001,14.91,17.799999
8/5/2015,47.580002,14.8,17.870001
8/6/2015,46.619999,14.83,17.809999
8/7/2015,46.740002,14.8,17.75
8/10/2015,47.330002,14.99,18.040001
8/11/2015,46.41,14.7,17.790001
8/12/2015,46.740002,14.68,17.52
8/13/2015,46.73,14.71,17.620001
8/14/2015,47,14.78,17.700001
8/17/2015,47.32,14.68,17.77
8/18/2015,47.27,14.83,17.690001
8/19/2015,46.610001,14.77,17.459999
8/20/2015,45.66,14.43,16.719999
8/21/2015,43.07,13.86,16.1
8/24/2015,41.68,13.19,15.29
8/25/2015,40.470001,12.9,15.26
8/26/2015,42.709999,13.21,16.059999
8/27/2015,43.900002,13.56,16.440001
8/28/2015,43.93,13.74,16.360001
8/31/2015,43.52,13.87,16.34
9/1/2015,41.82,13.72,15.58
9/2/2015,43.360001,13.87,15.85
9/3/2015,43.5,13.84,15.94
9/4/2015,42.610001,13.56,15.65
9/8/2015,43.889999,13.67,16.16
9/9/2015,43.07,13.53,15.9
9/10/2015,43.290001,13.73,16.040001
9/11/2015,43.48,13.71,16.040001
9/14/2015,43.040001,13.78,15.96
9/15/2015,43.98,14.31,16.309999
9/16/2015,44.299999,14.64,16.33
9/17/2015,44.25,14.6,15.86
9/18/2015,43.48,14.28,15.56
9/21/2015,44.110001,14.32,15.7
9/22/2015,43.900002,13.92,15.57
9/23/2015,43.869999,13.68,15.72
9/24/2015,43.91,13.65,15.55
9/25/2015,43.939999,13.53,15.89
9/28/2015,43.290001,13.12,15.47
9/29/2015,43.439999,13.15,15.35
9/30/2015,44.259998,13.57,15.58
10/1/2015,44.610001,13.67,15.55
10/2/2015,45.57,13.99,15.38
10/5/2015,46.630001,14.19,15.69
10/6/2015,46.75,14.31,15.69
10/7/2015,46.799999,14.75,15.75
10/8/2015,47.450001,14.99,15.75
10/9/2015,47.110001,14.97,15.58
10/12/2015,47,14.98,15.52
10/13/2015,46.889999,14.94,15.52
10/14/2015,46.68,15.01,15.64
10/15/2015,47.009998,15.22,16.190001
10/16/2015,47.509998,15.28,16.120001
10/19/2015,47.619999,15.36,16.139999
10/20/2015,47.77,15.38,16.200001
10/21/2015,47.200001,15.41,15.9
10/22/2015,48.029999,15.58,16.16
10/23/2015,52.869999,15.67,16.52
10/26/2015,54.25,15.68,16.51
10/27/2015,53.689999,14.89,16.4
10/28/2015,53.98,14.97,17.280001
10/29/2015,53.360001,14.73,17.09
10/30/2015,52.639999,14.81,16.780001
11/2/2015,53.240002,14.75,17.059999
11/3/2015,54.150002,14.81,17.18
11/4/2015,54.400002,14.65,17.01
11/5/2015,54.380001,14.57,17.309999
11/6/2015,54.919998,14.52,17.950001
11/9/2015,54.16,14.33,17.68
11/10/2015,53.509998,14.28,17.85
11/11/2015,53.650002,14.31,17.75
11/12/2015,53.32,14.04,17.370001
11/13/2015,52.84,13.92,17.200001
11/16/2015,53.77,14.04,17.43
11/17/2015,52.970001,14.15,17.42
11/18/2015,53.849998,14.46,17.84
11/19/2015,53.939999,14.57,17.690001
11/20/2015,54.189999,14.6,17.65
11/23/2015,54.189999,14.55,17.469999
11/24/2015,54.25,14.55,17.469999
11/25/2015,53.689999,14.55,17.440001
11/27/2015,53.93,14.53,17.48
11/30/2015,54.349998,14.33,17.43
12/1/2015,55.220001,14.56,17.809999
12/2/2015,55.209999,14.26,17.620001
12/3/2015,54.200001,13.98,17.299999
12/4/2015,55.91,14.2,17.799999
12/7/2015,55.810001,14.12,17.540001
12/8/2015,55.790001,13.97,17.190001
12/9/2015,54.98,13.89,17.1
12/10/2015,55.27,13.96,17.200001
12/11/2015,54.060001,13.64,16.73
12/14/2015,55.139999,13.62,16.799999
12/15/2015,55.200001,13.87,17.42
12/16/2015,56.130001,14.36,17.75
12/17/2015,55.700001,13.98,17.299999
12/18/2015,54.130001,13.8,16.76
12/21/2015,54.830002,13.73,16.969999
12/22/2015,55.349998,14.2,17.08
12/23/2015,55.82,14.36,17.34
12/24/2015,55.669998,14.31,17.27
12/28/2015,55.950001,14.18,17.129999
12/29/2015,56.549999,14.23,17.280001
12/30/2015,56.310001,14.17,17.049999
12/31/2015,55.48,14.09,16.83
1/4/2016,54.799999,13.97,16.43
1/5/2016,55.049999,13.72,16.43
1/6/2016,54.049999,13.11,16.08
1/7/2016,52.169998,12.7,15.5
1/8/2016,52.330002,12.54,15.2
1/11/2016,52.299999,12.77,15.31
1/12/2016,52.779999,12.85,15.31
1/13/2016,51.639999,12.2,14.9
1/14/2016,53.110001,12.19,14.99
1/15/2016,50.990002,11.97,14.46
1/19/2016,50.560001,11.95,14.24
1/20/2016,50.790001,11.9,13.69
1/21/2016,50.48,12.01,13.36
1/22/2016,52.290001,12.14,13.56
1/25/2016,51.790001,11.98,12.96
1/26/2016,52.169998,12.26,13.31
1/27/2016,51.220001,11.85,13.36
1/28/2016,52.060001,11.71,13.53
1/29/2016,55.09,11.94,14.14
2/1/2016,54.709999,12.07,13.96
2/2/2016,53,11.51,13.23
2/3/2016,52.16,11.46,13.03
2/4/2016,52,11.53,13.25
2/5/2016,50.16,11.45,12.95
2/8/2016,49.41,11.59,12.27
2/9/2016,49.279999,11.35,12.2
2/10/2016,49.709999,11.34,11.98
2/11/2016,49.689999,11.17,11.16
2/12/2016,50.5,11.55,11.95
2/16/2016,51.09,11.87,12.25
2/17/2016,52.419998,12.27,12.56
2/18/2016,52.189999,12.26,12.24
2/19/2016,51.82,12.1,12.13
2/22/2016,52.650002,12.56,12.54
2/23/2016,51.18,12.42,12.16
2/24/2016,51.360001,12.08,12.13
2/25/2016,52.099998,12.39,12.32
2/26/2016,51.299999,12.47,12.7
2/29/2016,50.880001,12.51,12.52
3/1/2016,52.580002,13.09,13.19
3/2/2016,52.950001,13.22,13.41
3/3/2016,52.349998,13.54,13.5
3/4/2016,52.029999,13.59,13.54
3/7/2016,51.029999,13.62,13.53
3/8/2016,51.650002,13.23,13.06
3/9/2016,52.84,13.19,13.14
3/10/2016,52.049999,13.15,13.27
3/11/2016,53.07,13.29,13.79
3/14/2016,53.169998,13.27,13.64
3/15/2016,53.59,13.23,13.57
3/16/2016,54.349998,13.5,13.31
3/17/2016,54.66,13.47,13.4
3/18/2016,53.490002,13.64,13.79
3/21/2016,53.860001,13.66,13.84
3/22/2016,54.07,13.59,13.76
3/23/2016,53.970001,13.26,13.62
3/24/2016,54.209999,13.06,13.68
3/28/2016,53.540001,13.09,13.62
3/29/2016,54.709999,13.2,13.42
3/30/2016,55.049999,13.35,13.48
3/31/2016,55.23,13.5,13.52
4/1/2016,55.57,13.1,13.56
4/4/2016,55.43,12.8,13.51
4/5/2016,54.560001,12.77,13.19
4/6/2016,55.119999,12.82,13.27
4/7/2016,54.459999,12.52,12.85
4/8/2016,54.419998,12.55,12.88
4/11/2016,54.310001,12.66,12.97
4/12/2016,54.650002,12.81,13.27
4/13/2016,55.349998,13.06,13.79
4/14/2016,55.360001,13.09,14.14
4/15/2016,55.650002,12.94,14
4/18/2016,56.459999,13.25,14.17
4/19/2016,56.389999,13.44,14.45
4/20/2016,55.59,13.64,14.93
4/21/2016,55.779999,13.65,14.9
4/22/2016,51.779999,13.61,15.11
4/25/2016,52.110001,13.58,14.96
4/26/2016,51.439999,13.75,15.09
4/27/2016,50.939999,13.66,15.02
4/28/2016,49.900002,14.09,14.79
4/29/2016,49.869999,13.56,14.56
5/2/2016,50.610001,13.62,14.77
5/3/2016,49.779999,13.43,14.36
5/4/2016,49.869999,13.31,14.13
5/5/2016,49.939999,13.32,14.05
5/6/2016,50.389999,13.44,14.11
5/9/2016,50.07,13.32,13.99
5/10/2016,51.02,13.49,14.3
5/11/2016,51.049999,13.32,14.2
5/12/2016,51.509998,13.35,14.14
5/13/2016,51.080002,13.22,13.88
5/16/2016,51.830002,13.32,13.93
5/17/2016,50.509998,13.14,14.01
5/18/2016,50.810001,13.16,14.69
5/19/2016,50.32,13.09,14.53
5/20/2016,50.619999,13.19,14.52
5/23/2016,50.029999,13.13,14.47
5/24/2016,51.59,13.29,14.68
5/25/2016,52.119999,13.52,14.92
5/26/2016,51.889999,13.46,14.7
5/27/2016,52.32,13.45,14.88
5/31/2016,53,13.49,14.79
6/1/2016,52.849998,13.11,14.86
6/2/2016,52.48,13.21,14.94
6/3/2016,51.790001,13.04,14.42
6/6/2016,52.130001,13.18,14.52
6/7/2016,52.099998,13.38,14.35
6/8/2016,52.040001,13.36,14.43
6/9/2016,51.619999,13.26,14.19
6/10/2016,51.48,13.1,13.83
6/13/2016,50.139999,12.98,13.6
6/14/2016,49.830002,12.84,13.26
6/15/2016,49.689999,13.01,13.34
6/16/2016,50.389999,13.12,13.31
6/17/2016,50.130001,13.26,13.4
6/20/2016,50.07,13.42,13.54
6/21/2016,51.189999,13.22,13.62
6/22/2016,50.990002,13.18,13.61
6/23/2016,51.91,13.4,14.04
6/24/2016,49.830002,12.52,13
6/27/2016,48.43,12.16,12.18
6/28/2016,49.439999,12.39,12.7
6/29/2016,50.540001,12.55,13.19
6/30/2016,51.169998,12.57,13.27
7/1/2016,51.16,12.72,13.1
7/5/2016,51.169998,12.4,12.74
7/6/2016,51.380001,12.57,12.86
7/7/2016,51.380001,12.75,13.01
7/8/2016,52.299999,13.09,13.17
7/11/2016,52.59,13.27,13.21
7/12/2016,53.209999,13.45,13.54
7/13/2016,53.509998,13.48,13.44
7/14/2016,53.740002,13.59,13.65
7/15/2016,53.700001,13.57,13.66
7/18/2016,53.959999,13.65,14.11
7/19/2016,53.09,13.65,14.26
7/20/2016,55.91,13.74,14.4
7/21/2016,55.799999,13.92,14.27
7/22/2016,56.57,13.84,14.38
7/25/2016,56.73,13.83,14.37
7/26/2016,56.759998,13.86,14.53
7/27/2016,56.189999,13.84,14.63
7/28/2016,56.209999,12.71,14.68
7/29/2016,56.68,12.66,14.49
8/1/2016,56.580002,12.48,14.33
8/2/2016,56.580002,11.94,14.13
8/3/2016,56.970001,12.13,14.48
8/4/2016,57.389999,12.08,14.48
8/5/2016,57.959999,12.19,15.05
8/8/2016,58.060001,12.18,15.13
8/9/2016,58.200001,12.31,15.19
8/10/2016,58.02,12.25,14.81
8/11/2016,58.299999,12.31,14.88
8/12/2016,57.939999,12.33,14.91
8/15/2016,58.119999,12.43,15.02
8/16/2016,57.439999,12.34,15.17
8/17/2016,57.560001,12.39,15.15
8/18/2016,57.599998,12.33,15.16
8/19/2016,57.619999,12.39,15.22
8/22/2016,57.669998,12.36,15.18
8/23/2016,57.889999,12.42,15.35
8/24/2016,57.950001,12.3,15.4
8/25/2016,58.169998,12.47,15.53
8/26/2016,58.029999,12.38,15.79
8/29/2016,58.099998,12.47,15.84
8/30/2016,57.889999,12.55,16.190001
8/31/2016,57.459999,12.6,16.139999
9/1/2016,57.59,12.44,15.98
9/2/2016,57.669998,12.5,16
9/6/2016,57.610001,12.67,15.78
9/7/2016,57.66,12.7,15.7
9/8/2016,57.43,12.73,15.86
9/9/2016,56.209999,12.38,15.74
9/12/2016,57.049999,12.7,15.9
9/13/2016,56.529999,12.38,15.72
9/14/2016,56.259998,12.14,15.63
9/15/2016,57.189999,12.11,15.67
9/16/2016,57.25,12.11,15.49
9/19/2016,56.93,12.11,15.59
9/20/2016,56.810001,12,15.6
9/21/2016,57.759998,12.09,15.65
9/22/2016,57.82,12.18,15.6
9/23/2016,57.43,12.17,15.52
9/26/2016,56.900002,12.01,15.09
9/27/2016,57.950001,11.98,15.29
9/28/2016,58.029999,12.09,15.38
9/29/2016,57.400002,11.97,15.16
9/30/2016,57.599998,12.07,15.65
10/3/2016,57.419998,12.1,15.63
10/4/2016,57.240002,12.2,15.8
10/5/2016,57.639999,12.48,16.110001
10/6/2016,57.740002,12.39,16.219999
10/7/2016,57.799999,12.29,16.129999
10/10/2016,58.040001,12.12,16.299999
10/11/2016,57.189999,11.99,16.110001
10/12/2016,57.110001,11.96,16.030001
10/13/2016,56.919998,11.91,15.83
10/14/2016,57.419998,11.91,16
10/17/2016,57.220001,11.88,16.049999
10/18/2016,57.66,11.89,16.26
10/19/2016,57.529999,12.01,16.469999
10/20/2016,57.25,11.97,16.559999
10/21/2016,59.66,12.02,16.67
10/24/2016,61,12.19,16.77
10/25/2016,60.990002,11.85,16.719999
10/26/2016,60.630001,11.88,16.870001
10/27/2016,60.099998,11.74,16.91
10/28/2016,59.869999,11.72,16.68
10/31/2016,59.919998,11.74,16.5
11/1/2016,59.799999,11.61,16.610001
11/2/2016,59.43,11.4,16.48
11/3/2016,59.209999,11.35,16.48
11/4/2016,58.709999,11.34,16.549999
11/7/2016,60.419998,11.58,17.01
11/8/2016,60.470001,11.48,17
11/9/2016,60.169998,11.58,17.969999
11/10/2016,58.700001,11.94,18.76
11/11/2016,59.02,12.28,19.02
11/14/2016,58.119999,12.06,20.08
11/15/2016,58.869999,12.04,20.16
11/16/2016,59.650002,12,19.75
11/17/2016,60.639999,11.87,20.08
11/18/2016,60.349998,11.76,20
11/21/2016,60.860001,11.79,20.33
11/22/2016,61.119999,11.89,20.299999
11/23/2016,60.400002,11.9,20.559999
11/25/2016,60.529999,12.04,20.860001
11/28/2016,60.610001,11.92,20.299999
11/29/2016,61.09,11.92,20.290001
11/30/2016,60.259998,11.96,21.120001
12/1/2016,59.200001,12.43,21.5
12/2/2016,59.25,12.24,21.23
12/5/2016,60.220001,12.44,21.84
12/6/2016,59.950001,12.56,22.16
12/7/2016,61.369999,13.06,22.57
12/8/2016,61.009998,13.03,22.950001
12/9/2016,61.970001,13.17,23.09
12/12/2016,62.169998,12.82,22.610001
12/13/2016,62.98,12.77,22.610001
12/14/2016,62.68,12.53,22.67
12/15/2016,62.580002,12.58,23.16
12/16/2016,62.299999,12.63,22.66
12/19/2016,63.619999,12.66,22.48
12/20/2016,63.540001,12.78,22.709999
12/21/2016,63.540001,12.64,22.629999
12/22/2016,63.549999,12.4,22.540001
12/23/2016,63.240002,12.46,22.6
12/27/2016,63.279999,12.39,22.610001
12/28/2016,62.990002,12.25,22.33
12/29/2016,62.900002,12.23,22
12/30/2016,62.139999,12.13,22.1
